S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
190,Gillette India ,7598.95,6633.02,5650.16,24764.98,24528.35,1793.47,225.28,109.93,95.95,69.13,5.11,34.25,104.47,13.81,61.3,21.34,0,46.58,32.73,101.35,0.3,32.6,49.58,1.44,3.13,21.52,0,75,8
191,Emami ,392.9,355.24,1725.69,17835.12,18081.52,2670.28,307.31,56.64,52.55,6.76,15.95,9.4,30.34,6.68,23.62,28.19,0.16,20.06,51.74,47.39,0.89,23.14,24.78,1.41,8.29,3.55,5.78,62.74,7
192,Dabur India ,398.65,318.07,508.72,70413.19,71044.72,8437.77,1468.1,47.96,38.23,8.32,3.82,13.72,64.66,8.34,34.29,20.95,0.16,31.42,81.29,47.99,1.88,28.62,30.97,1.38,4.59,12.55,0,67.9,6
193,Colgate-Palm. ,1214.85,1247.69,3065.82,33042.17,32586.01,4400.34,766.75,43.91,44.26,28.19,6.8,21.67,47.62,7.51,25.71,28.03,0,,96.95,63.62,1.98,53.94,78.61,1.04,5.77,6.46,0,51,8
194,Britannia Inds. ,2978.2,1853.78,1456.48,71571.59,71585.87,10793.38,1124.92,63.62,39.56,46.86,1.94,19.58,57.31,6.63,38.04,15.67,0.06,168.89,29.89,29.61,0.42,38.22,53.96,1.49,9.89,32.75,0,50.66,5
195,Avanti Feeds ,389.6,257.67,87.82,5308.13,5300.64,3464.38,288.57,18.56,12.16,21.19,0.26,4.99,18.89,1.53,11,12.44,0.01,249.91,12.2,17.11,1.03,47.5,72.3,1.75,40.2,71.65,0,43.76,6
S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
196,Siemens ,1177.6,1238.73,491.66,41936.72,38291.02,13102.7,931.3,45.03,47.37,26.15,1.18,5.05,993.7,3.2,23.24,10.3,0,212.43,27.88,30.25,0.59,11.05,16.7,1.95,2.31,38.32,0,75,7
197,Larsen & Toubro ,1360.65,1577.46,1600.2,190862.38,290353.93,136751.25,8654.36,22.63,25.55,61.74,1.62,3.39,-19.03,1.4,11.72,16.87,1.94,2.6,30.42,30.59,1.17,13.22,12.14,1.68,9.97,13.97,0,0,4
198,KSB ,687.8,637.46,3397.95,2394.23,2321.09,1093.1,74,32.35,29.97,21.27,9.98,3.36,-92.95,2.19,14.97,11.75,0.02,31.19,30.85,29.19,0.87,11.56,17.84,2.02,5.81,3.24,0,66.41,3
199,Cummins India ,739,815.52,131403.38,20485.08,20265.74,5551.83,742.87,27.58,30.43,26.8,306.44,5.06,32.29,3.69,17.54,15.59,0.06,69.25,58.69,54.32,2.03,20.22,24.6,2.13,2.06,0.09,0,51,5
200,A B B ,1491.35,1949.78,1064.22,31602.96,30134.81,6690.12,510.89,63.01,80.87,24.11,2.76,7.89,50.53,4.72,38,6.94,0,11.63,19.91,21.58,0.32,12.34,16.36,0.96,-2.82,22.84,0,75,7
201,Zee Learn ,26.85,125.99,,875.52,1108.53,441.67,64.85,13.5,63.31,1.99,,2.25,3.52,1.98,6.75,32.12,0.73,3.48,6.62,5.41,0.37,11.74,10.24,0.97,21.67,,82.74,57.18,7
202,Whirlpool India ,1398.2,1200.47,996.58,17738.97,16757.12,5301.86,394.34,44.98,38.65,31.06,2.01,8.97,46.18,3.35,23.41,11.13,0,82.84,14.47,8.91,0.29,22.58,34.59,1.71,12.02,22.43,0,75,6
203,Voltas ,616.9,416.03,405.4,20412.28,20270.88,7109.61,560.95,35.81,24.53,16.96,1.49,5.25,62.75,2.87,23.57,9.66,0.04,31.32,23.12,22.57,0.65,15.59,21.14,1.31,2.98,23.97,0,30.31,6
204,V I P Inds. ,467.35,339.52,234.47,6604.46,6580.66,1712.24,155.04,42.6,30.95,10.97,1.34,11.85,76.92,3.86,26.52,13.98,0,252.96,33.44,38.59,0.64,24.31,35.61,2.17,11.96,31.89,0,53.46,6
205,TTK Prestige ,8147.95,6005.59,32115.93,9411.84,9313.45,1939.53,183.55,51.28,37.79,158.92,12.63,8.93,,4.85,30.72,14.41,0,150.7,13.5,20.91,0.37,17.61,24.3,1.9,6.3,4.06,0,70.41,5
206,Eveready Inds. ,154.45,113.65,23.56,1122.54,1364.52,1495.76,27.09,22.32,30.55,3.72,0.4,3.02,13.81,0.75,10.52,7.15,0.71,2.3,19.91,13.65,0.97,21.8,21.65,1.43,7.06,56.39,49.8,44.1,7
207,Sobha ,485.4,494.59,-77662.66,4603.81,6815.69,2813.9,249.2,18.47,18.82,26.28,-184.7,2.25,13.02,1.64,10.72,20.12,0.84,2.71,30.61,19.93,1.44,6.6,9.32,1.99,8.34,-0.1,18.84,55.97,7
208,Puravankara ,75.35,65.45,-63.8,1786.85,4033.2,1692.36,100.12,17.85,15.51,4.22,-0.94,1,-61.63,1.06,8.89,21.46,0.99,1.45,0,21.25,2.12,4.11,8.92,3,2.58,-18.89,0,75,2
209,Prestige Estates ,262.5,243.37,969.49,9843.75,16520.75,5110,389,30.8,23.79,10.23,5.92,2.44,11.08,1.93,11.2,26.2,1.57,1.76,12.12,12.16,0.46,8.59,9.79,1.4,23.07,5.2,0,70,6
210,NCC ,101.6,978.83,49.49,6102.57,8045.78,11750.65,438.68,12.75,134.27,7.29,0.42,1.43,10.42,0.52,5.31,12.06,0.5,2.61,35.62,44.5,0.98,3.43,11.51,1.72,3.78,30.05,42.72,18.11,6
S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
211,Kajaria Ceramics ,622.15,434.79,569.54,9889.09,9977.03,2890.93,226.54,43.26,30.49,14.26,2.5,6.85,41.51,3.42,21.54,15.45,0.13,21.93,20.3,18.78,0.48,22.72,31.1,1.73,11.35,17.33,0,47.58,6
212,Godrej Propert. ,892.2,242.28,-1730.96,20460.26,23848.39,1935.08,138.78,147.43,38.89,6.23,-17.37,8.03,,10.57,66.34,-13.58,1.65,1.62,0,0,0,7.58,5.53,4.45,12.74,-8.49,0,70.83,3
213,DLF ,176.05,314.84,-2088.62,38858.14,54071,7243.32,1130.39,40.15,49.66,6.34,-20.59,1.28,5.36,5.36,21.08,22.01,0.51,1.14,7.99,58.14,0.92,1.44,6.6,3.16,-2.91,-1.95,0,71.91,5
214,Cera Sanitary. ,2859.25,2692.36,2918.87,3718.7,3720.01,1291.44,107.62,34.55,32.54,82.74,2.2,5.86,51.99,2.88,19.33,13.77,0.04,46.11,15.56,14.86,0.42,19.64,28.98,1.63,19.36,15.67,0,54.75,6
215,Century Ply. ,182.05,204.48,117.27,4044.66,4571.18,2224.73,160.32,25.23,28.36,7.21,1.02,4.52,14.27,1.82,14.1,14.38,0.65,5.5,14.2,13.1,0.55,27.65,21.52,3.23,11.7,24.82,0,72.68,5
216,Brigade Enterpr. ,233.75,221.04,197.56,3183.25,6426.36,2646.28,198.3,15.97,15.15,14.59,0.85,1.61,65.33,1.2,8.46,26.79,1.49,2.26,19.55,18.79,0.85,8.36,10.85,1.67,18.19,18.87,0,46.84,4
217,UPL ,948.2,609.79,646.86,48295.87,52039.87,19003,1977,22.9,15.7,38.84,1.04,5.3,17.01,2.54,12.24,20.75,0.72,3.65,20.18,21.17,0.84,28.53,23.14,2.23,13.6,22,2.32,27.88,6
218,Tata Chemicals ,582.75,1198.85,470.08,14846.14,16471.27,11092.02,1915.8,7.68,15.94,75.21,0.39,1.31,7.94,1.34,4.79,18.65,0.55,7.94,23.04,28.11,3.78,12.77,11.82,2.15,-6.94,19.66,0,30.63,7
219,Rallis India ,158.05,211.55,317.31,3073.58,3064.83,2015.35,173.63,17.7,23.69,8.93,2.22,2.42,74.31,1.53,10.56,13.29,0.02,51.29,29.01,29.15,1.58,16.25,20.81,1.52,4.7,7.97,0,50.09,6
220,Monsanto India ,2531.6,3313.53,2064.09,4370.24,4354.96,698.46,182.2,23.99,31.39,105.56,1.22,6.82,97.76,6.26,21.07,26.48,0,160.61,31.47,38.93,1.18,29.12,31.13,1.48,9.09,19.63,0,81.84,5
221,Coromandel Inter ,437.25,453.31,765.96,12790.76,14968.4,13224.56,720.48,17.44,18.39,24.65,1.94,3.81,50.05,0.97,10.13,10.88,0.87,5.44,28.64,30.61,1.49,18.13,18.28,2.07,3.92,8.98,0.01,61.78,6
222,Bayer Crop Sci. ,4248.45,2861.7,94394.93,14586.46,14168.66,2857.1,304.5,47.9,32.27,88.68,66.53,7.45,120.03,5.11,27.41,16.75,0,40.89,20.57,20.12,0.42,15.59,23.43,3.09,0.2,0.72,0,68.69,6
223,BASF India ,1369.7,404.67,30520.46,5929.43,6788.5,6051.23,61.45,160.99,28.7,14.1,135.29,4.41,20.45,0.98,25.07,4.13,0.65,1.32,5.27,-13.21,0.22,-3.16,3.76,1.65,7.22,1.19,0,73.33,8
224,UltraTech Cem. ,4394.65,2362.58,-59484.43,120697.32,139958.77,35808.27,1848.64,59.1,35.1,67.31,-55.23,4.45,31.04,3.37,21.06,17,0.74,3.11,12.98,11.2,0.24,10.83,12.78,0.73,8.89,-1.07,0,61.69,3
225,Ambuja Cem. ,224.1,342.26,247.2,44498.31,38098.71,26040.94,2177.4,19.52,31.2,10.97,1.41,1.99,25.77,1.71,8.67,15.4,0,19,0,16.77,0,8.25,14.15,1.29,23.24,13.86,0,63.11,7
S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
226,ACC ,1606,2688.51,3467.49,30158.63,27061.65,15096.14,1616.1,18.66,31.24,86.06,2.52,2.86,26.99,2,11.51,13.83,0,19.33,17.31,39.58,0.87,11.28,14.43,1.23,6,7.41,0,54.53,7
227,St Bk of India ,310.75,-81.78,,277332.31,3173300.82,245747.59,-6486.86,,10.86,-7.53,,1.35,-2.87,1.13,22.17,27.94,15.04,0.94,0,291.97,0,1.42,5.07,1.48,6.39,,0,57.13,1
228,REC Ltd ,150.7,140.66,601.17,29762.01,226779.99,26487.88,5342.38,5.57,5.2,27.05,1.39,0.91,-0.95,1.12,9.87,86.51,5.6,1.51,38.89,33.13,6.07,17.93,10.82,4.74,10.53,4.01,0,52.63,3
229,Power Fin.Corpn. ,119,154.79,326.92,31416.97,260402.12,27899.7,5739.82,5.47,7.12,21.74,0.94,0.82,-1.14,1.13,9.41,98.34,5.76,1.43,35.17,42.42,6.55,13.02,10.09,4.86,9,5.82,0,59.05,5
230,Muthoot Finance ,586.7,486.4,826.34,23506.8,44218.93,6549.47,1912.03,12.29,10.18,47.78,1.08,2.67,-448.56,3.59,8.62,77.46,2.73,2.45,23.25,24.38,1.7,19.99,15.93,14.32,2.78,11.37,0,73.49,6
231,LIC Housing Fin. ,501.45,624.46,564.03,25305.67,167680.66,16588.82,2276.74,11.11,13.84,45.12,0.78,1.66,-1.29,1.53,10.76,93.62,11.45,1.26,17.26,16.73,1.36,18.31,10.1,1.29,14.5,14.22,0,40.31,5
232,Kotak Mah. Bank ,1366.75,1103.09,960.99,260890.1,486329.24,28691.44,6955.1,37.94,30.23,36.49,1.65,5.17,-25.1,9.09,19.4,39,4.95,1.69,2.15,2.35,0.05,13.46,8.43,2.55,18.32,23.05,0,29.99,3
233,ICRA ,3138.85,4487.58,3663.97,3029.37,2798.78,326.88,105.65,28.67,41.71,107.59,2.13,4.51,49.19,9.27,16.82,35.49,0,1336.42,29.49,30.82,0.98,16.3,24.93,2.79,4.2,13.47,0,51.87,6
234,ICICI Pru Life ,363.2,304.47,4338.81,52147.7,51943.96,32828.93,1219.86,42.75,35.82,8.5,31.9,7.65,9.16,1.59,37.6,3.18,0,,59.38,65,1.84,28.25,30.07,0.79,14.16,1.34,0,74.98,4
235,ICICI Bank ,401.1,152.95,-1512.49,258576.8,984775.61,76132.76,6115.08,42.29,16.1,9.5,-9.95,2.4,13.34,3.4,37.05,-7.03,7.58,1.53,12.5,18.45,0.37,9.71,6,2.78,6.73,-4.25,0,0,5
236,H D F C ,1980.4,1656.44,2292.03,340913.46,659454.18,41364.54,9617.1,35.47,29.38,56.38,2.54,4.82,-6.76,8.24,16.76,95.03,5.21,1.49,27.56,34.61,0.98,19.91,10.53,1.96,10.76,13.96,0,0,5
237,HDFC Bank ,2279.75,1928.84,1759.45,620845.82,1409806.35,98972.05,21078.14,29.45,24.54,78.6,1.4,5.84,23.81,6.27,17,65.98,8.58,1.63,19.29,19.4,0.54,18,7.67,3.49,18.01,21.05,0,21.38,5
238,CRISIL ,1460.65,2566.88,3151.34,10553.78,10349.37,1744.33,357.53,29.52,51.71,49.64,3.97,9.29,27.9,6.05,19.26,26.06,0,283.31,59.57,63.64,2.05,30.73,43.81,1.46,9.5,7.44,0,67.53,6
239,CARE Ratings ,984.15,1362.55,1749.46,2899.43,2870.26,329,143.09,20.26,27.99,48.68,2.25,5.32,20.99,8.81,13.42,56.32,0,,99.77,74.82,5.59,30.03,43.67,1.4,10.38,9.02,0,0,5
240,Axis Bank ,752.85,109.97,-334.16,193659,761173.04,46614.06,455.82,466.75,61.78,1.78,-11.73,3.02,-5.04,4.15,26.45,36.29,9.52,1.02,0,14.85,0,7.73,5.85,3.44,11.37,-39.78,0,18.2,1
S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
241,Interglobe Aviat ,1472.6,-166.58,,56607.75,52479.87,26412.61,-315.81,,20.29,-8.21,,8,14.5,2.14,97.34,-2.68,0.35,-0.28,10.29,37.19,0.41,53.18,44.94,1.29,20.13,21.46,0,74.93,6
242,VST Till. Tract. ,1291.1,1155.81,1263.88,1115.45,1098.15,677.69,67.38,16.55,14.82,77.99,1.01,1.96,33.27,1.65,9.52,11.25,0,52.75,38.58,23.91,3.87,18.19,26.17,2.36,9.65,16.34,0,54.31,7
243,TVS Motor Co. ,517.25,465.57,280.94,24574.55,25752.84,17818.66,701.92,35.01,31.5,14.78,1.19,8.53,19.63,1.38,17.96,7.89,0.41,14.07,23.66,23.07,0.64,25,23.48,0.85,16.11,29.47,0,57.4,7
244,Chola Financial ,506.25,486.77,506.89,9502.28,9350.42,3344.77,599.02,15.86,15.24,31.94,0.99,2.85,8.76,2.84,24.58,11.34,0.03,41.89,3.91,4.48,0.25,17.16,10.6,0.32,-15.41,15.99,0.07,48.77,7
245,Tata Motors ,223.6,-1032,15696.88,70043.7,124380.26,307093.11,-27778.67,67.01,12.61,-81.84,-11.99,0.74,2.94,0.23,4.16,9.04,0.93,0.97,0,0.2,0,12.81,10.57,1.02,9.31,-5.59,4.67,43.22,6
246,SKF India ,1999.4,1839.75,3169.12,9884.62,9226.98,2992.28,325.17,30.4,29.11,63.2,3.13,5.13,26.9,3.3,16.39,15.59,0.05,68.53,20.82,24.45,0.62,15.59,23.46,3.52,4.31,9.7,0,52.58,8
247,Motherson Sumi ,148.85,184.49,69.76,47005.85,54597.95,61761.24,1721.56,26.98,36.46,5.06,0.86,4.42,14.4,0.76,9.2,9.08,1.05,9.29,29.66,24.44,1.01,23.71,22.92,1.36,17.35,31.31,3.72,61.73,6
248,Maruti Suzuki ,7016.7,6258.91,4509.18,211960.47,212000.17,85726.5,7587.1,27.94,24.92,251.16,1.12,5.08,17.99,2.47,15.1,13.68,0,32.72,31.29,27.27,1.14,16.84,23.68,0.43,12.85,24.9,0,56.21,6
249,M & M ,668.15,1038.45,1589.02,83063.91,132414.23,92093.95,7510.39,14.5,17.19,60.41,1.64,2.26,121.82,0.9,8.86,14.36,1.52,2.93,12.41,18.29,1.12,14.01,13.44,1.9,6.04,8.82,2.84,20.45,5
250,JK Tyre & Indust ,90.05,170.19,-40.61,2217.31,7897.87,9948.02,288.13,6.53,13.39,12.71,-0.2,1.07,3.48,0.22,5.78,11.89,2.96,2.13,51.51,26.25,1.53,15.15,12.4,1.58,3.62,-32.7,28.89,56.22,5
251,Hero Motocorp ,2611.9,3723.32,3113.66,52166.66,52025.32,34329.62,3621.95,14.4,20.53,181.36,1.07,4.11,13.1,1.52,8.78,15.24,0,669.78,51.31,49.02,3.64,35.11,49.25,0.68,6.28,13.42,0,34.63,8
252,Exide Inds. ,217.95,244.81,651.49,18525.75,18438.56,10449.06,822.93,24.86,25.29,9.68,4.21,3.2,35.86,1.77,13,13.15,0,206.04,30.52,30.87,1.1,14.23,20.42,1.55,8.84,5.91,0,45.99,5
253,CEAT ,1089.45,760.26,1152.61,4406.84,5192.26,6848.73,265.05,15.52,11.6,65.54,1.1,1.63,6.53,0.64,7.26,9.86,0.33,6.22,19.55,14.35,1.06,16.38,19.76,1.1,4.53,14.12,0,51.08,5
254,Balkrishna Inds ,952.45,625.92,1048.74,18412.5,19223.37,5125.22,790.88,23.28,15.3,40.91,1.6,4.22,24.44,3.59,12.45,25.11,0.2,108.66,20.92,14.61,0.84,18.52,18.95,1.68,6.88,14.53,0,58.3,7
255,Bajaj Auto ,3075.8,3167.77,7593.36,89003.51,88331.62,29613.79,4694.59,18.96,19.53,162.2,2.93,4.37,20.57,3.01,12.69,17.28,0.01,1485.66,41.15,39.78,1.95,26.01,35.93,0.8,4.66,6.48,0,51.18,6
S.No. ,Name ,CMP Rs. ,MyAvgIV ,IV Rs. ,Mar Cap Rs.Cr. ,EV Rs.Cr. ,Sales Rs.Cr. ,NP 12M Rs.Cr. ,P/E ,5Yrs PE ,EPS 12M Rs. ,PEG ,CMP / BV ,CMP / OCF ,CMP / Sales ,EV / EBITDA ,OPM % ,Debt / Eq ,Int Coverage ,Dividend Payout % ,Avg Div Payout 3Yrs % ,Div Yld % ,ROE 3Yr % ,ROCE3yr avg % ,Current ratio ,Sales Var 5Yrs % ,Profit Var 5Yrs % ,Pledged % ,Prom. Hold. % ,Piotski Scr 
256,Asahi India Glas ,241.6,425.82,,5873.3,7229.1,2930.45,198.64,28.93,52.12,8.17,,5.25,13.07,2,13.04,18.18,1.28,3.26,20.56,17.86,0.62,20.93,17.65,1.56,6.25,,5.3,54.27,6
257,Apollo Tyres ,209,159.03,775.3,11955.85,16017.81,17295.04,845.95,12.95,10.76,14.78,3.28,1.19,6.95,0.69,7.39,11.78,0.48,7.61,23.71,15.56,1.44,13.69,15.06,1.16,3,3.95,15.06,40.9,3
258,Amara Raja Batt. ,674.35,759.52,1074.62,11518.74,11470.99,6807.12,473.95,24.3,27.37,27.75,2.42,3.68,35.81,1.69,11.65,13.52,0.02,114.32,15.04,14.99,0.62,20.2,29.31,1.97,15.41,10.04,0,52.06,5
259,United Breweries ,1428.85,2000.6,1273.34,37778.79,38070.69,6314.78,585.74,64.5,90.28,22.16,3.59,12.57,67.22,5.98,31.71,18.6,0.12,30.5,13.42,12.3,0.14,13.7,18.34,1.53,7.55,17.96,18.2,57.72,9
260,United Spirits ,555,1646.11,1305.13,40328.45,43459.15,8914.6,743.4,54.46,160.91,10.23,7.97,14.36,42.61,4.52,29.46,12.2,1.3,6.3,0,0,0,14.56,13.04,1.95,-0.3,6.83,3.22,56.76,8
