Name,BSE Code,NSE Code,Industry,Current Price,Filter,Filter52wLow,Up from 52w low,Low price,High price,Sales,Net profit,Market Capitalization,Debt to equity,Average return on equity 3Years,ROCE3yr avg,Average dividend payout 3years,Price to Earning,Historical PE 5Years,PEG Ratio,OPM,Interest Coverage Ratio,Enterprise Value,Net worth,Reserves,Return on assets 3years,Price to book value,Price to Cash Flow,Price to Sales,EVEBITDA,Dividend Payout Ratio,Dividend yield,Current ratio,Sales growth 5Years,Profit growth 5Years,Pledged percentage,Promoter holding,Piotroski score
Jai Corp,512237,JAICORPLTD,Plastics Products,77.75,0,0,19.25,65.20,132.70,635.58,-108.10,1387.44,0.28,0.06,3.89,-175.61,,15.89,,10.12,2.21,1727.30,1034.11,1016.26,0.01,1.10,19.49,2.18,18.57,-8.26,0.64,7.47,-3.20,,0.00,73.01,4.00
Jain Irrigation,500219,JISLJALEQS,Plastics Products,18.75,0,0,15.03,16.30,76.80,8407.19,179.41,959.34,1.19,4.88,9.12,22.10,5.35,35.89,0.40,10.55,1.57,6061.27,4413.09,4309.96,2.28,0.22,6.14,0.11,5.36,21.57,5.38,2.17,7.96,13.32,50.85,28.65,5.00
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Ancillaries,35.55,1,0,17.33,30.30,79.40,1999.06,117.85,1416.54,0.01,32.47,47.67,27.04,12.02,22.26,0.08,12.37,8.71,1395.68,509.57,469.72,27.64,2.78,5.04,0.71,5.45,27.53,2.67,1.14,20.70,146.16,0.00,47.88,5.00
Jet Airways,532617,JETAIRWAYS,Transport - Airlines,26.70,0,0,1.14,26.40,366.95,24244.44,-4244.23,303.31,,,25.87,0.00,,4.66,,-12.72,-3.36,4171.65,-9767.97,-9881.57,-1.65,,0.18,0.01,-1.50,0.00,0.00,0.31,6.05,3.08,20.77,24.99,6.00
Jindal Saw,500378,JINDALSAW,Steel - Large,84.30,0,0,33.81,63.00,97.25,12117.00,850.16,2695.53,0.91,5.09,7.15,19.04,4.69,15.99,0.11,12.07,1.98,8156.32,6282.36,6218.41,2.37,0.43,1.72,0.22,5.05,7.52,2.37,1.93,12.73,41.51,3.82,63.01,7.00
Jindal Stain.,532508,JSL,Steel - Large,34.15,0,0,62.62,21.00,59.50,12534.16,115.02,1663.91,1.08,7.19,11.46,0.00,16.32,19.53,0.99,8.57,1.23,5072.61,2474.51,2378.67,2.19,0.67,1.23,0.13,4.59,0.00,0.00,1.06,1.14,16.42,84.90,67.27,6.00
Jindal Stain. Hi,539597,JSLHISAR,Steel - Large,61.40,0,0,5.86,58.00,119.40,8970.52,266.26,1448.64,1.44,26.03,21.28,0.00,6.06,14.49,,9.87,2.07,3610.91,1516.71,1469.52,7.18,0.96,1.28,0.16,3.68,0.00,0.00,1.12,,,87.70,57.66,6.00
Jindal Steel,532286,JINDALSTEL,Steel - Sponge Iron,97.45,0,0,7.03,91.05,197.80,39652.37,-1816.74,9940.06,1.22,-3.17,2.80,0.00,,14.18,,20.94,0.64,49077.46,32427.85,32326.05,-1.26,0.31,1.10,0.25,5.90,0.00,0.00,0.88,19.45,,64.85,60.52,6.00
JK Lakshmi Cem.,500380,JKLAKSHMI,Cement - North India,307.75,0,0,23.32,249.55,396.20,4000.70,105.21,3621.30,1.06,3.47,7.11,10.79,28.98,48.69,-3.41,12.27,1.99,5216.14,1522.67,1463.82,1.33,2.38,5.25,0.91,9.62,11.10,0.24,0.73,13.55,-8.51,0.00,45.93,7.00
JK Tyre & Indust,530007,JKTYRE,Tyres,67.85,0,0,26.70,53.55,114.80,10505.81,129.12,1670.68,2.52,9.13,10.05,22.21,10.19,15.18,-1.33,9.77,1.45,7258.52,2284.40,2235.16,2.48,0.73,2.10,0.16,6.54,0.00,2.21,1.56,6.46,-7.67,35.39,56.23,7.00
JM Financial,523405,JMFINANCIL,Finance & Investments,76.25,0,0,24.08,61.45,98.70,3493.13,556.75,6413.14,2.73,13.82,14.55,21.71,11.52,12.71,0.52,78.11,1.87,19122.01,5131.79,5047.70,3.30,1.25,8.31,1.84,6.93,14.68,1.31,5.38,28.71,22.15,0.00,62.01,6.00
Johnson Con. Hit,523398,JCHAC,Air-conditioners,1918.10,0,0,30.48,1470.00,2151.00,2399.14,98.81,5215.31,0.31,18.32,24.09,4.61,52.78,62.79,0.87,7.93,37.34,5375.08,612.99,585.80,14.73,8.51,-64.40,2.17,26.60,4.75,0.08,1.71,15.30,60.66,0.00,74.25,4.00
JP Associates,532532,JPASSOCIAT,Construction,2.35,0,0,20.51,1.95,8.05,10820.75,-2110.36,571.63,27.82,-69.73,-0.72,0.00,,0.00,,9.68,0.15,28839.16,1031.00,544.51,-6.88,0.55,0.81,0.05,25.80,0.00,0.00,1.30,-11.41,-12.43,20.00,38.91,7.00
JSW Energy,533148,JSWENERGY,Power Generation And Supply,62.75,0,0,12.05,56.00,77.25,9189.20,710.34,10303.06,0.89,3.83,9.54,12.18,14.50,37.07,-2.04,31.30,1.84,20654.37,11822.58,10181.37,1.74,0.87,4.18,1.12,6.29,23.61,1.59,0.83,1.11,-7.10,58.09,74.93,7.00
JSW Holdings,532642,JSWHL,Finance & Investments,2763.00,0,0,54.35,1790.10,3138.95,106.46,87.39,3066.93,0.00,1.51,1.82,0.00,35.09,30.37,1.62,95.03,,3056.93,8179.56,8168.49,2.79,0.37,34.50,28.81,30.22,0.00,0.00,0.06,19.89,21.65,18.48,61.42,8.00
JSW Steel,500228,JSWSTEEL,Steel - Large,222.65,0,0,10.36,201.75,387.50,84050.00,6241.00,53819.41,1.36,22.81,17.47,16.98,8.62,28.30,0.11,20.81,3.34,95009.41,34734.00,34494.00,8.38,1.55,3.68,0.64,5.34,16.16,2.29,1.12,10.60,80.38,49.13,42.27,8.00
Jubilant Food.,533155,JUBLFOOD,Food - Processing - MNC,1334.65,1,0,36.61,977.00,1529.95,3615.70,322.91,17613.25,0.00,20.78,31.57,20.31,53.70,76.09,2.53,18.94,13.75,17124.19,1323.72,1191.75,19.70,13.31,40.60,4.87,23.15,20.44,0.37,1.06,15.42,21.21,2.36,41.94,8.00
Jubilant Life,530019,JUBILANT,Pharmaceuticals - Indian - Bulk Drugs,505.30,0,0,29.22,391.05,898.85,9214.03,556.94,8049.43,1.01,17.22,15.43,9.29,11.01,20.26,0.37,18.84,5.23,11519.45,4808.92,4792.99,8.07,1.67,7.18,0.87,6.50,12.48,0.89,2.79,9.60,29.67,0.00,50.68,6.00
Just Dial,535648,JUSTDIAL,Miscellaneous,690.75,0,0,66.01,416.10,824.85,920.24,225.54,4479.49,0.00,17.35,23.49,0.00,19.86,44.64,1.18,25.62,162.84,4443.25,998.64,933.87,16.63,4.49,16.20,4.87,12.64,0.00,0.00,0.23,14.09,16.80,2.26,33.84,8.00
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,168.20,1,0,21.71,138.20,222.45,1777.95,196.71,6176.45,0.25,26.95,21.64,38.88,30.93,46.03,2.40,16.48,9.85,6306.08,853.95,817.23,16.40,7.23,20.26,3.47,19.66,57.03,1.78,1.70,7.02,12.87,26.66,67.11,6.00
K E C Intl.,532714,KEC,Transmisson Line Towers / Equipment,270.50,1,0,17.63,229.95,340.95,11308.70,497.55,6954.24,0.76,23.33,25.05,13.63,13.98,19.41,0.30,10.48,3.32,8517.51,2435.10,2383.68,10.74,2.86,34.99,0.61,7.06,14.00,1.00,1.37,6.84,46.98,0.00,51.35,7.00
K P R Mill Ltd,532889,KPRMILL,Textiles - Products,545.80,0,0,6.77,511.20,665.00,3383.98,345.84,3960.37,0.48,21.11,21.27,1.82,11.45,12.59,0.62,18.88,11.11,4741.86,1790.17,1753.89,13.53,2.21,60.09,1.17,7.05,1.62,0.14,5.04,7.37,18.56,0.00,74.99,6.00
Kajaria Ceramics,500233,KAJARIACER,Ceramics - Tiles / Sanitaryware,556.15,1,0,79.40,310.00,649.65,2999.17,233.10,8840.02,0.08,19.05,27.29,20.07,37.44,35.10,2.82,15.29,24.30,8707.97,1574.90,1559.00,15.75,5.61,27.86,2.95,18.16,21.05,0.54,1.92,9.99,13.30,0.00,47.58,7.00
Kalpataru Power,522287,KALPATPOWR,Transmisson Line Towers / Equipment,484.65,0,0,81.52,267.00,554.50,7444.76,412.38,7498.29,0.21,12.54,20.71,11.60,18.18,17.96,0.81,10.92,6.12,7999.46,3152.47,3121.47,9.49,2.38,14.27,1.01,9.30,11.47,0.61,1.48,12.08,22.31,39.07,59.32,8.00
Kansai Nerolac,500165,KANSAINER,Paints / Varnishes,509.75,0,0,48.62,343.00,535.40,5261.17,475.41,27471.43,0.00,15.81,23.79,29.69,57.78,39.74,3.37,14.65,577.39,27399.77,3424.47,3370.58,15.79,8.02,248.80,5.22,33.20,29.98,0.51,2.26,10.85,17.15,0.00,74.99,5.00
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,73.65,0,0,3.51,71.15,141.25,6082.69,489.42,2081.41,12.41,8.21,6.38,23.92,4.25,7.40,0.47,61.21,1.15,70249.29,5785.19,5502.57,0.64,0.36,-0.93,0.34,14.75,20.73,4.75,4.59,7.11,9.01,0.00,0.00,5.00
KEI Inds.,517569,KEI,Cables - Power,513.70,0,0,107.14,248.00,562.00,4424.43,195.50,4054.40,0.77,25.67,25.56,5.20,20.74,14.88,0.28,10.62,3.14,4458.51,778.90,763.11,10.71,5.21,6.50,0.92,9.26,5.21,0.23,1.61,21.16,73.09,0.00,45.93,7.00
KNR Construct.,532942,KNRCON,Construction,227.60,0,0,39.38,163.30,303.35,2045.49,236.98,3200.45,0.19,21.97,21.45,2.89,13.38,12.55,0.40,19.91,9.62,3451.57,1414.31,1386.19,18.28,2.26,12.93,1.56,7.35,2.13,0.18,1.84,20.68,33.65,0.00,55.17,5.00
Kotak Mah. Bank,500247,KOTAKBANK,Banks - Private Sector,1648.20,0,0,58.48,1040.00,1683.95,31345.58,7561.86,314801.86,5.00,13.57,8.01,2.17,43.92,32.39,1.84,34.14,1.68,574800.60,57780.02,56825.35,2.06,5.40,172.74,10.04,21.22,2.12,0.05,2.50,20.09,23.89,0.00,29.98,5.00
KRBL,530813,KRBL,Food - Processing - Indian,218.80,1,0,11.18,196.80,391.20,4594.73,539.09,5150.33,0.52,21.15,21.25,12.18,9.55,16.50,0.65,19.70,11.66,6572.75,2726.70,2703.16,13.45,1.89,-45.04,1.12,7.13,11.70,1.14,7.47,7.41,14.79,0.00,58.81,4.00
L & T Infotech,540005,LTI,Computers - Software - Medium / Small,1505.55,1,1,4.86,1435.80,1956.00,9775.00,1510.30,26186.12,0.00,34.09,44.73,31.52,17.34,17.75,1.98,19.67,76.14,25771.12,4893.80,4876.40,33.42,5.35,18.77,2.68,11.62,32.14,1.86,2.08,13.93,8.76,0.00,74.79,5.00
L&T Fin.Holdings,533519,L&TFH,Finance & Investments,83.15,0,0,3.68,80.20,159.25,13414.89,2242.28,16634.00,6.80,14.52,9.49,12.79,7.42,20.52,0.25,74.09,1.42,106266.83,13449.32,11449.79,1.84,1.24,-1.43,1.24,10.23,8.98,1.20,5.78,20.00,29.64,0.00,63.89,5.00
L&T Technology,540115,LTTS,Computers - Software - Medium / Small,1507.60,1,0,10.33,1366.45,1820.00,4883.60,753.80,15682.37,0.02,31.17,41.70,30.57,20.80,22.28,0.13,19.14,108.05,15533.37,2435.90,2415.10,30.78,6.44,21.28,3.21,13.92,31.20,1.39,2.14,106.28,157.29,0.00,74.97,7.00
La Opala RG,526947,LAOPALA,Glass & Glass Products,171.30,0,0,19.62,143.20,258.00,281.05,79.90,1901.43,0.00,15.83,23.03,17.49,23.80,43.40,1.25,40.07,180.70,1898.54,529.14,506.94,16.03,3.59,37.51,6.77,14.39,17.99,0.70,1.48,9.59,18.99,0.00,65.33,6.00
Lak. Mach. Works,500252,LAXMIMACH,Textile Machinery,3591.50,0,0,1.74,3530.10,6450.00,2452.21,153.66,3836.80,0.00,12.30,17.78,20.20,22.26,25.53,7.00,9.12,293.12,3313.36,1690.36,1679.68,11.64,2.27,30.79,1.56,10.42,19.75,0.97,1.70,3.29,3.18,0.00,30.83,4.00
Larsen & Toubro,500510,LT,Engineering - Turnkey Services,1464.05,0,0,23.81,1182.50,1607.00,140729.05,9162.93,205445.10,1.97,14.64,12.97,26.80,22.81,26.40,1.60,17.19,2.51,318297.74,62221.67,61941.05,4.81,3.29,-43.56,1.46,12.00,28.35,1.23,1.85,10.64,14.29,0.00,0.00,3.00
Laurus Labs,540222,LAURUSLABS,Pharmaceuticals - Indian - Formulations,360.15,0,0,20.86,298.00,435.00,2303.47,92.31,3850.53,0.67,11.28,12.53,11.62,41.71,35.28,-80.21,15.57,2.32,4883.44,1553.04,1446.60,6.59,2.58,12.93,1.67,12.96,17.03,0.41,2.11,14.60,-0.52,31.46,32.83,5.00
Lemon Tree Hotel,541233,LEMONTREE,Hotels,57.10,0,0,21.49,47.00,90.90,563.50,48.93,4523.73,1.37,2.46,5.85,0.00,92.45,120.37,,31.58,1.41,5687.90,875.70,85.73,0.84,5.17,24.23,8.03,29.37,0.00,0.00,0.87,,,34.14,30.90,7.00
LIC Housing Fin.,500253,LICHSGFIN,Finance - Housing,377.40,0,0,2.55,368.00,587.00,18105.74,2473.74,19045.49,10.85,16.74,9.45,16.38,7.70,13.68,0.59,93.42,1.25,192388.22,16259.21,16158.28,1.38,1.17,-0.88,1.05,11.37,15.79,2.01,0.56,13.30,13.04,0.00,40.31,4.00
Linde India,523457,LINDEINDIA,Chemicals,510.15,0,0,33.46,382.25,819.00,2053.71,81.59,4350.56,0.29,1.39,4.83,43.64,53.32,357.34,-6.19,18.29,2.23,4652.95,1465.92,1380.64,0.70,2.97,11.44,2.12,11.71,38.19,0.29,0.49,8.94,-8.62,0.00,75.00,8.00
Lupin,500257,LUPIN,Pharmaceuticals - Indian - Bulk Drugs,703.10,0,0,0.85,697.20,914.90,17280.63,706.84,31825.65,0.62,9.05,12.80,46.84,39.77,50.87,-2.37,17.56,7.17,39334.60,13742.25,13651.73,5.64,2.32,19.10,1.84,11.33,37.30,0.71,2.73,8.18,-16.81,0.00,46.96,5.00
Lux Industries,539542,LUXIND,Textiles - Composite,1197.45,0,0,21.75,983.50,1647.00,1208.72,103.32,3023.92,0.44,26.88,25.64,5.62,29.27,40.05,1.11,14.79,8.89,3202.87,413.92,408.62,13.76,7.31,15.71,2.50,17.02,9.16,0.31,3.22,6.78,26.44,0.00,73.71,8.00
M & M,500520,M&M,Automobiles - Passenger Cars,556.70,0,0,10.78,502.55,847.00,53016.81,5888.90,69208.53,0.08,14.15,17.65,21.26,14.52,19.82,2.73,12.05,56.79,68048.21,34209.40,33613.43,12.25,2.02,14.06,1.31,8.37,21.12,1.46,1.04,5.77,5.32,3.07,18.90,6.00
M & M Fin. Serv.,532720,M&MFIN,Finance & Investments,322.05,0,0,13.06,284.85,484.00,9182.85,1356.44,19895.12,4.84,12.16,10.32,27.46,14.67,23.55,1.23,68.41,1.49,71783.56,10908.03,10785.05,2.00,1.82,-1.82,2.17,11.24,25.67,2.01,0.58,12.22,11.90,0.00,51.19,4.00
M R P L,500109,MRPL,Refineries,48.30,0,0,12.33,43.00,91.35,57784.87,-530.13,8465.06,0.85,17.52,17.13,35.10,,15.46,,0.70,-0.49,17108.56,10726.97,8974.37,9.75,0.79,15.56,0.15,32.47,52.80,2.07,1.26,-2.88,-7.48,0.00,88.58,5.00
Magma Fincorp,524000,MAGMA,Finance & Investments,49.35,0,0,1.75,48.50,138.30,2500.32,246.53,1329.29,4.79,8.48,10.05,35.93,5.39,29.73,0.36,61.74,1.30,13505.55,2743.89,2690.02,1.31,0.48,-1.44,0.53,8.42,7.09,1.62,1.59,2.28,14.85,0.00,24.41,6.00
Mah. Scooters,500266,MAHSCOOTER,Finance & Investments,4454.20,0,0,121.60,2010.00,4786.00,12.77,72.46,5091.15,0.00,0.70,0.72,125.42,70.26,51.91,7.41,-48.47,,5085.44,11323.22,11311.79,0.64,0.45,7811.98,398.68,67.19,51.81,0.74,0.05,86.76,9.48,0.00,51.00,5.00
Mah. Seamless,500265,MAHSEAMLES,Steel - Large,368.45,0,0,2.92,358.00,532.00,3138.73,253.44,2468.60,0.15,7.84,13.23,19.53,7.63,17.95,0.19,21.49,22.95,2897.38,3186.20,3152.70,7.39,0.77,-13.49,0.79,3.99,15.32,1.63,3.71,20.48,39.66,0.00,62.07,6.00
Mahanagar Gas,539957,MGL,Miscellaneous,902.50,1,0,19.67,754.15,1067.25,2929.22,588.31,8914.69,0.00,23.63,36.06,41.05,15.15,20.45,1.17,32.48,552.42,8615.85,2398.87,2300.09,23.35,3.72,13.03,3.04,8.33,36.16,2.22,0.51,8.16,12.94,0.00,42.50,8.00
Mahindra CIE,532756,MAHINDCIE,Castings & Forgings,165.70,0,0,22.65,135.10,272.00,8272.50,506.12,6280.21,0.34,10.17,11.64,0.00,12.41,41.84,0.28,12.12,16.63,7711.19,4507.45,4128.45,6.51,1.39,8.87,0.76,7.34,0.00,0.00,0.82,29.38,44.63,0.00,67.69,6.00
Mahindra Holiday,533088,MHRIL,Hotels,219.95,0,0,18.83,185.10,256.00,934.30,68.28,2937.52,0.00,17.56,28.65,24.43,43.02,32.14,-6.08,13.05,26.87,2910.28,296.82,163.92,4.02,9.90,9.78,3.14,16.77,0.00,0.00,1.89,3.86,-7.08,0.00,67.31,4.00
Mahindra Life.,532313,MAHLIFE,Construction,419.40,0,0,19.18,351.90,447.90,545.10,105.93,2154.01,0.12,5.65,6.68,26.77,20.33,16.09,7.88,2.37,12.75,2088.48,1929.54,1878.19,4.24,1.12,12.87,3.95,15.34,25.74,1.43,2.66,-3.41,2.58,0.00,51.49,6.00
Mahindra Logis.,540768,MAHLOG,Miscellaneous,357.20,0,0,12.86,316.50,577.80,3822.18,80.27,2552.11,0.06,16.77,25.07,10.56,31.79,48.88,,3.95,20.89,2510.68,498.22,426.77,14.65,5.12,26.86,0.67,15.45,15.02,0.50,1.40,,,0.00,58.52,7.00
Manappuram Fin.,531213,MANAPPURAM,Finance & Investments,134.30,0,0,102.72,66.25,145.00,4354.69,1001.73,11325.01,3.38,21.77,15.25,20.41,11.31,10.94,0.35,68.25,2.09,25458.05,4524.74,4356.09,5.00,2.50,-33.02,2.60,8.39,19.64,1.60,4.09,14.40,32.51,3.38,35.13,5.00
Marico,531642,MARICO,Personal Care - Indian,387.80,1,0,37.06,282.95,404.00,7472.82,1175.22,50062.82,0.12,35.86,42.03,59.57,42.09,44.00,2.28,18.55,45.14,49862.82,3026.00,2897.00,31.92,16.69,49.18,6.70,33.38,54.81,1.22,2.17,9.37,18.44,0.00,59.70,7.00
Maruti Suzuki,532500,MARUTI,Automobiles - Passenger Cars,6782.00,0,0,24.53,5446.05,7949.75,83280.70,6960.80,204870.66,0.00,15.48,21.80,31.44,29.43,26.66,1.56,11.62,87.47,204841.36,46141.50,45990.50,15.03,4.44,31.08,2.46,15.98,32.21,1.18,0.51,14.46,18.92,0.00,56.21,5.00
MAS FINANC SER,540749,MASFIN,Finance & Investments,718.95,0,0,96.97,365.00,729.00,645.46,164.59,3929.93,2.46,19.87,17.66,18.88,23.88,25.40,0.65,83.87,1.89,5793.21,924.14,869.48,4.85,4.25,-8.40,6.09,10.70,18.03,0.71,0.59,26.74,36.74,0.00,73.47,6.00
Max Financial,500271,MFSL,Finance & Investments,420.65,0,0,22.30,343.95,474.50,19498.29,262.56,11332.26,0.00,15.31,28.35,0.00,43.14,46.56,3.26,2.60,18.62,10823.85,2059.04,2005.16,0.70,5.50,1.28,0.58,21.22,0.00,0.00,0.92,10.91,13.22,80.36,28.32,5.00
Max India,539981,MAXINDIA,Finance & Investments,60.75,0,0,12.29,54.10,89.90,156.66,-86.27,1632.14,0.17,-4.13,-1.60,0.00,,0.00,,-31.85,-1.61,1817.58,1170.20,1116.48,-2.56,1.39,-642.66,10.42,-54.27,0.00,0.00,8.38,,,84.38,40.92,4.00
Meghmani Organ.,532865,MEGH,Pesticides / Agrochemicals - Indian,51.35,0,0,26.48,40.60,83.50,2227.68,244.47,1305.83,0.71,22.04,27.28,9.22,5.09,9.30,0.08,24.94,9.69,1887.41,1003.60,978.17,11.63,1.30,3.48,0.59,3.26,10.12,1.95,2.18,12.12,63.30,0.00,48.19,7.00
Minda Corp,538962,MINDACORP,Auto Ancillaries,91.60,0,0,39.85,65.50,156.60,1434.80,116.94,2081.36,0.35,17.01,19.15,13.77,18.31,38.02,0.40,12.93,6.54,2153.26,1132.54,1087.10,11.49,2.40,10.88,1.45,9.21,9.89,0.76,2.56,30.91,45.97,0.00,68.08,7.00
Minda Inds.,532539,MINDAIND,Auto Ancillaries,344.35,0,0,34.35,256.30,392.75,5918.02,269.05,9029.44,0.63,22.39,22.92,9.51,33.56,26.26,0.28,12.29,6.75,9998.98,1704.16,1651.72,11.79,5.30,21.81,1.53,13.25,10.10,0.32,1.68,28.20,117.89,0.00,70.79,5.00
Mindtree,532819,MINDTREE,Computers - Software - Medium / Small,720.90,1,0,10.56,652.05,1099.00,7216.20,688.60,11863.96,0.00,21.31,27.00,47.87,17.23,19.50,1.52,14.10,69.47,11607.76,3353.30,3188.80,19.80,3.54,18.82,1.64,10.54,71.86,4.57,3.05,18.29,11.34,0.00,13.30,6.00
MMTC,513377,MMTC,Trading,16.45,0,0,3.13,15.95,32.95,30777.70,91.22,2467.50,0.62,3.17,4.95,56.42,25.43,131.16,-1.95,0.64,2.69,3334.22,1489.25,1339.25,2.01,1.66,-7.77,0.08,14.89,55.26,1.82,2.09,2.78,-13.02,0.00,89.93,6.00
MOIL,533286,MOIL,Mining / Minerals / Metals,139.20,0,0,17.87,118.10,183.20,1407.20,451.13,3585.92,0.00,13.54,20.65,38.03,7.95,13.00,-5.52,40.49,,1324.00,3082.71,2825.10,13.58,1.16,8.46,2.55,1.74,32.62,4.31,5.28,7.11,-1.44,0.00,65.71,6.00
Monsanto India,524084,MONSANTO,Pesticides / Agrochemicals - Multinational,2232.65,1,0,19.65,1865.97,2971.35,695.78,161.65,3854.17,0.00,27.17,29.39,40.85,23.84,33.30,7.20,23.86,155.75,3835.97,706.90,689.64,27.24,5.45,273.35,5.54,19.60,56.90,2.24,1.61,3.45,3.31,0.00,81.84,5.00
Motherson Sumi,517334,MOTHERSUMI,Auto Ancillaries,104.05,0,0,14.22,91.10,179.30,65539.95,1550.08,32858.31,1.05,18.96,19.79,25.70,21.20,36.86,1.32,7.92,6.84,40845.61,10962.69,10646.90,7.67,3.00,7.62,0.50,7.40,29.37,1.44,1.28,15.87,16.08,4.56,61.72,4.00
Motil.Oswal.Fin.,532892,MOTILALOFS,Finance & Investments,639.40,0,0,33.10,480.40,855.90,2535.77,326.01,9415.42,1.68,18.72,15.29,28.01,28.88,28.83,0.90,37.35,1.82,13841.29,3053.47,3038.87,6.22,3.08,45.68,3.71,14.46,42.13,1.32,1.10,39.48,32.17,0.00,70.12,4.00
Mphasis,526299,MPHASIS,Computers - Software - Large,937.45,0,0,9.64,855.00,1183.85,7973.32,1079.75,17470.02,0.10,15.81,20.17,46.06,16.18,15.74,0.57,17.28,44.30,17371.00,5249.91,5063.59,14.69,3.33,18.40,2.19,11.11,46.85,2.88,2.09,24.41,28.26,0.00,52.23,6.00
MRF,500290,MRF,Tyres,61863.40,0,0,19.92,51586.30,69900.00,16444.87,1104.65,26230.08,0.18,12.95,17.78,2.13,23.75,16.82,6.44,14.03,7.42,28037.52,10653.30,10649.06,10.70,2.46,18.82,1.60,10.29,2.32,0.10,1.02,5.48,3.69,0.03,27.73,6.00
Multi Comm. Exc.,534091,MCX,Finance & Investments,947.75,0,0,47.28,643.50,1030.50,306.62,182.62,4833.53,0.00,9.96,12.52,70.06,26.47,35.38,4.22,31.55,1988.70,4298.94,1250.90,1199.90,8.51,3.86,18.86,15.76,20.02,69.75,2.11,1.41,3.25,6.27,0.00,0.00,9.00
Muthoot Finance,533398,MUTHOOTFIN,Finance & Investments,672.80,0,0,88.99,356.00,699.00,7102.69,2010.61,26961.31,1.99,22.37,16.48,22.40,13.41,10.97,0.66,78.20,2.32,44618.06,9743.16,9342.46,5.55,2.77,-7.08,3.80,8.03,24.38,1.78,1.33,6.81,20.38,0.00,73.49,4.00
Narayana Hrudaya,539551,NH,Healthcare,234.90,0,0,29.53,181.35,263.45,2985.95,93.65,4800.44,0.75,6.55,10.47,11.51,51.26,134.29,1.63,11.33,2.80,5513.19,1082.69,878.33,4.08,4.44,17.23,1.61,15.30,34.54,0.43,1.11,21.17,31.37,0.00,63.85,8.00
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,573.65,1,0,19.51,480.00,801.20,2048.20,606.00,10426.78,0.11,25.42,30.49,21.27,17.21,32.04,0.39,37.52,34.75,10533.58,3488.90,3452.50,24.45,2.99,15.59,5.09,11.92,17.70,1.09,6.20,23.17,44.11,0.00,49.01,5.00
Natl. Aluminium,532234,NATIONALUM,Aluminium and Aluminium Products,45.75,0,0,23.98,36.90,72.15,10610.09,1143.13,8535.20,0.01,9.67,15.16,74.98,7.20,13.94,0.30,19.75,564.00,5105.64,10484.51,9551.70,9.32,0.81,3.54,0.80,2.11,61.92,12.57,1.35,11.14,23.79,0.00,52.00,9.00
Nava Bharat Vent,513023,NBVENTURES,Diversified - Medium / Small,79.20,0,0,2.52,77.25,130.00,3160.94,445.18,1395.64,0.96,6.65,8.89,13.10,3.14,9.91,0.44,42.31,3.32,4819.77,3837.27,3801.71,2.83,0.37,1.70,0.44,3.34,7.50,1.92,3.10,12.43,7.06,0.00,45.56,8.00
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals,724.55,0,0,27.11,570.00,824.90,953.81,148.36,3583.92,0.00,16.62,23.98,25.60,24.16,18.69,0.86,22.62,269.88,3561.52,1059.21,1049.32,16.17,3.38,39.83,3.76,14.07,25.98,1.08,1.72,16.29,28.19,5.08,31.04,5.00
NBCC,534309,NBCC,Construction,34.70,1,0,21.75,28.50,68.95,9572.38,346.68,6246.00,0.00,21.75,32.79,27.79,18.02,32.50,2.31,3.29,227.16,1153.18,1508.41,1328.41,18.78,4.14,9.79,0.65,2.18,15.59,1.87,1.13,19.58,7.79,0.00,68.18,6.00
NCC,500294,NCC,Construction,52.85,0,0,9.19,48.40,119.20,12729.49,549.96,3174.42,0.59,7.81,14.92,40.46,5.14,133.65,0.03,12.28,2.78,5504.11,4595.37,4475.24,4.21,0.69,4.72,0.25,3.25,15.57,2.84,1.71,12.14,176.55,41.35,18.11,7.00
NESCO,505355,NESCO,Miscellaneous,583.70,0,0,44.64,403.55,601.80,360.34,180.55,4112.75,0.00,18.90,26.65,9.36,22.78,18.24,1.11,63.95,51.56,4108.52,1167.79,1153.70,17.85,3.52,24.03,11.41,15.62,9.77,0.43,0.42,17.38,20.52,0.00,68.19,6.00
Nestle India,500790,NESTLEIND,Food - Processing - MNC,13681.55,1,0,51.23,9047.05,14300.00,11840.43,1688.99,131917.51,0.01,38.60,60.93,65.78,78.10,68.84,10.12,22.89,23.38,130358.97,3994.84,3898.42,23.30,33.02,64.26,11.14,43.47,69.00,0.84,2.68,4.41,7.72,0.00,62.76,8.00
Netwrk.18 Media,532798,NETWORK18,Miscellaneous,20.40,0,0,17.58,17.35,46.70,5237.06,-300.33,2135.77,3.76,-18.33,-2.44,0.00,,47.31,,3.59,0.08,4991.94,810.81,293.13,-4.45,2.63,-10.49,0.41,29.19,0.00,0.00,1.79,13.70,,0.00,75.00,5.00
New India Assura,540769,NIACL,Miscellaneous,106.10,0,0,8.15,98.10,238.20,27680.35,222.71,17485.28,0.00,-2.79,-2.45,35.38,78.51,40.30,,0.54,,7880.40,15945.13,15121.13,-1.14,1.10,-13.73,0.63,40.73,42.64,1.41,0.47,,,0.00,85.44,3.00
